id,business_name,sector,lga,annual_revenue,employee_count,registered
3111,"Smith, Hebert and Fisher",Retail,Eti-Osa,283442038,119,False
3112,"Hoffman, Stone and Moreno",Finance,Oshodi-Isolo,374783106,181,True
3113,"Mcclain, Wilson and Wright",Manufacturing,Badagry,310809960,291,False
3114,"Romero, Morrison and Hernandez",Manufacturing,Surulere,464310737,95,True
3115,"Sheppard, Mckinney and Hanson",Real Estate,Yaba,448906779,262,False
3116,"Thomas, Andersen and Adams",Tech,Lekki,26528084,487,True
3117,"Watts, Calhoun and Castillo",Real Estate,Ifako-Ijaiye,169954454,72,True
3118,Wise Ltd,Real Estate,Oshodi-Isolo,110527371,456,False
3119,Castillo Ltd,Manufacturing,Epe,5576390,457,True
3120,Smith-Martin,Retail,Mushin,336439239,158,False
3121,Hines-Valdez,Retail,Badagry,395135801,393,True
3122,Nguyen-Rodriguez,Tech,Oshodi-Isolo,455875800,212,True
3123,Lee and Sons,Tech,Kosofe,448734448,22,False
3124,Moore LLC,Real Estate,Ifako-Ijaiye,449609530,233,True
3125,Navarro and Sons,Real Estate,Ajah,68447298,78,True
3126,"Cooke, Elliott and Wood",Finance,Ikorodu,252701447,378,True
3127,"Lowe, Stewart and Garcia",Retail,Epe,98299939,273,False
3128,Velazquez-Rowe,Real Estate,Shomolu,163081360,58,False
3129,"Ford, Jones and Woodard",Real Estate,Ikorodu,255954219,399,False
3130,Weeks Group,Retail,Epe,486685975,449,False
3131,Gonzales LLC,Finance,Kosofe,314178706,432,True
3132,"Jones, Duncan and Valenzuela",Finance,Ikorodu,145688552,332,False
3133,Sims-Fischer,Tech,Victoria Island,366282987,343,False
3134,"Colon, Cooper and Martinez",Tech,Alimosho,49614957,270,False
3135,Lewis Inc,Tech,Shomolu,249768087,132,True
3136,Smith Inc,Finance,Somolu,101278360,135,True
3137,Ramirez-Bean,Retail,Oshodi-Isolo,429130040,242,True
3138,Tucker-Brock,Real Estate,Badagry,172795937,200,True
3139,"Parrish, Burnett and Nichols",Tech,Amuwo-Odofin,381929220,498,False
3140,"Webb, Espinoza and Smith",Manufacturing,Ifako-Ijaiye,425336546,397,False
3141,"Ward, Stuart and Wagner",Finance,Badagry,173656830,500,False
3142,Evans Ltd,Real Estate,Ikeja,397685699,268,False
3143,Bell-Johnson,Real Estate,Ikeja,407620708,205,False
3144,Griffin-Williams,Retail,Agege,475356629,464,True
3145,Henry-Green,Manufacturing,Epe,337962312,63,True
3146,"Chavez, Nielsen and Campbell",Real Estate,Ikorodu,320215694,248,False
3147,Pineda-Holmes,Tech,Alimosho,499621319,5,False
3148,Brown-Barton,Tech,Ikeja,164627318,331,False
3149,"Ramos, Smith and Barton",Real Estate,Lekki,175303831,112,True
3150,"Carson, Sparks and Carpenter",Tech,Mushin,332963487,324,False
3151,Hart Ltd,Retail,Mushin,388704636,126,True
3152,Cochran and Sons,Retail,Oshodi-Isolo,236804954,141,False
3153,David Inc,Retail,Agege,96296159,331,True
3154,Dudley PLC,Finance,Ikeja,440225586,294,False
3155,Gardner PLC,Finance,Ikorodu,11661372,367,True
3156,Lopez-Murray,Finance,Agege,119835134,275,False
3157,Gonzalez-Stone,Finance,Mushin,441412894,242,False
3158,Shelton Inc,Finance,Eti-Osa,285398609,110,True
3159,Wright Inc,Real Estate,Somolu,415647807,154,True
3160,"Davidson, Sanders and Case",Retail,Somolu,260674941,321,True
3161,Hamilton-Mcintyre,Real Estate,Agege,390220169,6,True
3162,Ward Inc,Manufacturing,Victoria Island,265960738,437,False
3163,Wells-Gamble,Finance,Mushin,118455153,447,False
3164,"Perez, Carter and Stafford",Retail,Kosofe,401674644,325,False
3165,"Becker, Nelson and Flores",Retail,Victoria Island,191578087,392,False
3166,Greene-Moreno,Tech,Epe,255074932,423,False
3167,Fowler Ltd,Finance,Victoria Island,496488804,127,True
3168,"Miles, Little and Ward",Manufacturing,Lekki,325086358,312,True
3169,"Bonilla, Wilson and Wong",Manufacturing,Ajah,415955885,128,False
3170,Duncan-Suarez,Manufacturing,Oshodi-Isolo,304249159,373,False
3171,Scott Group,Tech,Lekki,418658853,128,True
3172,Schneider-Brown,Retail,Kosofe,43184779,337,False
3173,Ponce Group,Retail,Victoria Island,287874379,187,False
3174,"Allen, Pitts and Santos",Retail,Mushin,83545617,169,True
3175,Stephens Inc,Retail,Ajah,396134056,468,True
3176,Holloway Ltd,Finance,Somolu,480961579,47,True
3177,Frank-Kelley,Retail,Kosofe,50854117,158,True
3178,Jones-Rhodes,Finance,Shomolu,5079631,368,False
3179,"Nicholson, Dixon and Henry",Finance,Victoria Island,42227257,393,False
3180,"Brown, Evans and Mckee",Manufacturing,Somolu,441564658,387,False
3181,Patterson-Gutierrez,Retail,Mushin,430911799,460,False
3182,"Solis, Ashley and Moreno",Tech,Epe,406054891,160,True
3183,Perkins Inc,Retail,Kosofe,487704689,82,True
3184,Warner Inc,Tech,Ikorodu,264676701,184,False
3185,"Jacobs, Parker and Tran",Tech,Badagry,26266967,95,True
3186,"Gaines, Griffin and Jones",Manufacturing,Mushin,104963193,269,False
3187,Gonzalez Inc,Tech,Ifako-Ijaiye,144725386,324,False
3188,Young LLC,Tech,Epe,219219944,313,False
3189,"Burnett, Williams and Burton",Manufacturing,Surulere,247057625,326,True
3190,"Buck, Duncan and Duncan",Retail,Agege,464998922,335,True
3191,"Porter, Shaw and Beard",Manufacturing,Ajah,46753728,382,False
3192,Carroll Inc,Manufacturing,Apapa,80018718,374,False
3193,"Adams, Morgan and Duncan",Tech,Apapa,119828744,383,True
3194,"Hudson, Ellison and Rocha",Manufacturing,Mushin,134938569,232,False
3195,Harrison-Williams,Retail,Shomolu,99822557,219,True
3196,Bonilla-Scott,Real Estate,Ikeja,123459858,345,False
3197,"Salazar, Bernard and Velazquez",Tech,Amuwo-Odofin,252186477,199,True
3198,Robles PLC,Manufacturing,Alimosho,214303034,240,False
3199,Klein-Erickson,Retail,Agege,408836373,13,False
3200,Daniels-Bell,Manufacturing,Agege,462796044,342,False
3201,"Washington, Williams and Hansen",Finance,Apapa,305884762,23,True
3202,"Brooks, Walker and Wilson",Finance,Eti-Osa,88205910,210,False
3203,Woodard-Woodard,Real Estate,Agege,122109963,449,True
3204,Gilbert-Jones,Real Estate,Apapa,41936299,300,False
3205,Martinez-Ramos,Manufacturing,Alimosho,47372997,435,False
3206,Eaton PLC,Tech,Oshodi-Isolo,138281360,53,False
3207,"Stevenson, Franklin and Hodges",Retail,Epe,141445388,402,False
3208,Wagner-Campbell,Finance,Shomolu,43759661,256,True
3209,Meyer and Sons,Finance,Ikorodu,440566035,232,False
3210,Davis LLC,Real Estate,Badagry,15914492,393,False
3211,Miller LLC,Real Estate,Epe,406718418,339,True
3212,Rowe-Roberts,Real Estate,Alimosho,266319155,319,False
3213,Perez-Armstrong,Retail,Kosofe,297935669,396,False
3214,Jenkins-Scott,Real Estate,Eti-Osa,159904333,319,False
3215,Bates-Gordon,Manufacturing,Ikorodu,269857267,186,True
3216,Gill-Davis,Tech,Ifako-Ijaiye,434543325,177,True
3217,Olsen-Rose,Tech,Lekki,385884590,152,True
3218,Sanchez Group,Manufacturing,Alimosho,267644946,468,False
3219,Watkins Ltd,Finance,Mushin,43712782,315,False
3220,"Wong, Thompson and Kennedy",Retail,Alimosho,94055305,61,True
3221,"Williams, Valentine and Jordan",Finance,Agege,473485654,305,True
3222,Nelson Ltd,Finance,Apapa,398424595,352,True
3223,"Banks, Solis and Potts",Manufacturing,Alimosho,477216047,18,True
3224,Nolan-Savage,Tech,Amuwo-Odofin,240439606,208,False
3225,Rogers-Jones,Real Estate,Oshodi-Isolo,127742576,224,True
3226,Smith Inc,Manufacturing,Agege,231239913,79,False
3227,Murray-Young,Manufacturing,Alimosho,93968802,115,False
3228,Hall Ltd,Manufacturing,Ifako-Ijaiye,337931361,497,False
3229,"Jones, Hall and Johnson",Manufacturing,Ajah,206440850,473,False
3230,"Schultz, Waller and Carlson",Tech,Kosofe,179935476,438,True
3231,Moss LLC,Tech,Shomolu,20738035,194,True
3232,Rivera Inc,Real Estate,Eti-Osa,475100296,125,False
3233,Aguilar Ltd,Retail,Ikorodu,274974609,231,False
3234,"Flynn, Weaver and Hall",Tech,Ifako-Ijaiye,113575165,25,True
3235,Mclaughlin-Miller,Tech,Amuwo-Odofin,270462616,369,True
3236,Lyons-Morgan,Real Estate,Alimosho,470044848,150,False
3237,Bush-Mcmahon,Manufacturing,Ajah,304359175,466,False
3238,White-Hubbard,Manufacturing,Epe,444165450,112,False
3239,Kelly Group,Retail,Agege,300230875,245,False
3240,Campbell-Sharp,Real Estate,Ikorodu,104400029,7,False
3241,Anderson Inc,Real Estate,Badagry,157434018,47,False
3242,Gray and Sons,Finance,Oshodi-Isolo,58314738,205,False
3243,Jones-Hubbard,Tech,Ajah,449745875,491,True
3244,Williams-Chambers,Retail,Ikorodu,259693238,223,False
3245,Martin Ltd,Finance,Alimosho,303087988,252,True
3246,"Kim, Anderson and Stanley",Real Estate,Victoria Island,79139090,372,False
3247,White-Chen,Tech,Amuwo-Odofin,352565973,387,False
3248,Brown-Taylor,Manufacturing,Surulere,455386690,109,True
3249,Jenkins LLC,Finance,Oshodi-Isolo,113366604,493,False
3250,Moore and Sons,Real Estate,Shomolu,71549922,351,True
3251,Alvarez-Weber,Tech,Apapa,259646937,273,False
3252,"Chaney, Hill and Turner",Real Estate,Agege,38065083,423,True
3253,"Quinn, Oconnor and Rose",Retail,Lekki,352023435,166,False
3254,Carter and Sons,Tech,Alimosho,440000684,259,False
3255,Wilcox and Sons,Tech,Apapa,451195524,225,False
3256,"Evans, Powell and Simon",Manufacturing,Shomolu,402828412,73,True
3257,Bray Inc,Retail,Ikeja,417838502,75,False
3258,"Carter, Gonzalez and Chapman",Finance,Alimosho,210031000,433,False
3259,Huynh-Cole,Manufacturing,Apapa,269411216,46,False
3260,"May, Phillips and Brown",Retail,Shomolu,373756139,460,True
3261,Wagner Inc,Tech,Ikeja,319666825,362,True
3262,Jacobs-Nelson,Manufacturing,Ajah,97517869,254,True
3263,Coleman and Sons,Real Estate,Amuwo-Odofin,211336387,124,True
3264,Nichols-Jones,Manufacturing,Alimosho,175937956,144,True
3265,"Brown, Hart and Dominguez",Real Estate,Oshodi-Isolo,174913627,245,False
3266,Hernandez and Sons,Real Estate,Kosofe,133662158,117,False
3267,"Carter, Mendez and Alvarez",Retail,Ajah,355107235,344,True
3268,Norris-Walker,Real Estate,Eti-Osa,314806947,319,False
3269,Campbell Ltd,Tech,Eti-Osa,114299311,182,False
3270,"Forbes, Jackson and Robbins",Real Estate,Alimosho,20429949,323,False
3271,Johnson-Moon,Manufacturing,Ikorodu,468959622,67,True
3272,Conrad Group,Manufacturing,Lekki,422498706,237,True
3273,Bender Group,Retail,Amuwo-Odofin,120569972,84,True
3274,Cole Group,Real Estate,Yaba,294787797,169,False
3275,"Colon, Carroll and Howard",Retail,Ikorodu,395213304,429,True
3276,Lozano LLC,Tech,Shomolu,38218126,137,True
3277,Brown PLC,Finance,Agege,43237089,329,False
3278,"Montgomery, Brennan and Gill",Tech,Ikorodu,356236501,124,True
3279,Ray-Olson,Manufacturing,Ikorodu,58413742,396,True
3280,Mcpherson Ltd,Tech,Lekki,469774041,40,True
3281,Edwards-Ramos,Real Estate,Shomolu,22427177,495,True
3282,"Martin, Johnson and Brown",Manufacturing,Oshodi-Isolo,5029886,367,False
3283,Thornton and Sons,Finance,Apapa,376127062,454,True
3284,"Reynolds, West and Garrett",Retail,Kosofe,451765137,239,True
3285,Walters Group,Retail,Badagry,155268252,301,False
3286,Ramirez-Harmon,Retail,Somolu,196187000,7,False
3287,"Hernandez, Clark and Jones",Real Estate,Ikorodu,313857339,319,True
3288,Mills-Ramirez,Real Estate,Epe,373095184,231,True
3289,Mahoney Ltd,Finance,Shomolu,39706021,170,False
3290,"Daniels, Fields and Hunter",Tech,Ikorodu,185364470,181,False
3291,Walker and Sons,Manufacturing,Agege,209382033,287,False
3292,Floyd PLC,Retail,Eti-Osa,69642998,21,False
3293,Robinson PLC,Finance,Ikeja,260146754,356,False
3294,Myers Group,Retail,Apapa,478007230,17,False
3295,Fletcher-Rocha,Retail,Ifako-Ijaiye,305002066,143,True
3296,Jackson Ltd,Manufacturing,Eti-Osa,202402410,16,False
3297,Cross PLC,Real Estate,Victoria Island,222407075,61,False
3298,Smith-Hernandez,Manufacturing,Lekki,214206234,386,True
3299,Smith-Hanson,Finance,Ikeja,168693131,298,True
3300,Matthews-Washington,Real Estate,Victoria Island,79325128,316,True
3301,"Jackson, Anderson and Lewis",Real Estate,Yaba,164173641,14,True
3302,Martin-Medina,Finance,Yaba,260349163,171,False
3303,Smith-Herring,Real Estate,Agege,248618202,320,False
3304,Williams and Sons,Finance,Shomolu,258700864,455,False
3305,"Cobb, Barajas and Carpenter",Finance,Epe,450813937,17,False
3306,Ramos-Bartlett,Finance,Somolu,240040703,85,False
3307,Duke-Ingram,Real Estate,Agege,69273867,102,True
3308,"Coleman, Mcintyre and Thompson",Real Estate,Alimosho,23777993,451,False
3309,"Williams, Garrett and Patel",Tech,Epe,385456208,50,False
3310,Ward Inc,Real Estate,Shomolu,353994349,347,True
3311,Raymond-Thomas,Manufacturing,Kosofe,368716318,87,True
3312,"Spencer, English and Montgomery",Manufacturing,Victoria Island,408567878,397,True
3313,"Kelley, Johnson and Lopez",Manufacturing,Somolu,423847247,142,True
3314,"Henry, Campbell and Harris",Manufacturing,Ikeja,121336393,335,True
3315,Moore-Sanders,Finance,Badagry,336410530,81,False
3316,"Guerrero, Miller and Harper",Finance,Somolu,58441198,59,False
3317,Peters PLC,Tech,Ikeja,339820142,447,True
3318,Aguirre-Armstrong,Retail,Kosofe,289625313,497,False
3319,Weber LLC,Real Estate,Oshodi-Isolo,317541850,319,True
3320,"Freeman, Schneider and Maldonado",Real Estate,Mushin,40218475,344,False
3321,"Smith, Gaines and Thompson",Manufacturing,Ikeja,266378849,15,True
3322,Mclaughlin Ltd,Retail,Yaba,413049289,92,False
3323,Cervantes-Fleming,Manufacturing,Apapa,328822935,194,True
3324,Obrien-Sims,Real Estate,Alimosho,40325858,290,False
3325,Valdez-Pruitt,Tech,Kosofe,134312484,338,False
3326,Snow Group,Finance,Lekki,412945132,129,False
3327,Valencia and Sons,Manufacturing,Somolu,250095415,312,False
3328,Long Ltd,Real Estate,Amuwo-Odofin,357207578,262,False
3329,"Foster, Green and Mcmahon",Retail,Oshodi-Isolo,137082102,95,True
3330,James Ltd,Manufacturing,Ifako-Ijaiye,99991130,425,False
3331,"Allen, Frank and Atkins",Retail,Eti-Osa,119943926,86,False
3332,"Baker, Rodriguez and Dickerson",Tech,Agege,491323101,42,True
3333,Foster Group,Real Estate,Ikeja,34167418,22,True
3334,Howell PLC,Finance,Ifako-Ijaiye,246869143,311,True
3335,"Brooks, Simon and Wyatt",Manufacturing,Ifako-Ijaiye,281979556,219,False
3336,"Chavez, Stephens and Douglas",Real Estate,Victoria Island,6933925,220,True
3337,Price Inc,Retail,Ikeja,129703121,491,False
3338,"Randolph, Matthews and Johnson",Retail,Surulere,308228201,367,True
3339,"Silva, Bradley and Rollins",Real Estate,Agege,472879761,162,False
3340,Clark PLC,Manufacturing,Ikeja,256293087,31,True
3341,"Gonzalez, Miller and Garza",Manufacturing,Eti-Osa,68591152,7,False
3342,Norris Ltd,Tech,Ikorodu,288727874,54,True
3343,Bailey-Mckinney,Retail,Ifako-Ijaiye,40790490,131,True
3344,Kennedy PLC,Finance,Somolu,207779151,205,True
3345,Stuart Inc,Tech,Oshodi-Isolo,213883900,384,False
3346,Taylor-Mullins,Retail,Surulere,382229313,200,False
3347,"Nelson, Rodriguez and Pitts",Real Estate,Ikorodu,314075366,99,True
3348,"Turner, Fisher and Smith",Finance,Victoria Island,471560886,343,False
3349,Smith and Sons,Finance,Badagry,170234536,367,False
3350,"Mayo, Jones and Yates",Real Estate,Shomolu,481834318,153,False
3351,"Gonzales, Armstrong and Patterson",Tech,Shomolu,103914973,235,False
3352,Cole Inc,Tech,Badagry,290654264,184,False
3353,Bell Ltd,Real Estate,Shomolu,391686652,495,True
3354,Hudson LLC,Finance,Ifako-Ijaiye,41077306,277,True
3355,Brandt-Clark,Tech,Somolu,48189405,70,False
3356,"Cox, Owens and Barnes",Finance,Apapa,383067457,328,False
3357,"Pearson, Robertson and Wood",Finance,Amuwo-Odofin,107789781,6,True
3358,Brown Inc,Manufacturing,Somolu,70630532,238,False
3359,Peterson-Clarke,Finance,Oshodi-Isolo,420785351,483,True
3360,"Davenport, Powell and Robinson",Manufacturing,Agege,41622579,12,False
3361,Stewart LLC,Retail,Yaba,458386972,469,False
3362,Davis-Andrews,Retail,Mushin,456483409,348,False
3363,Barnett-Coleman,Finance,Surulere,344961929,460,False
3364,"Mitchell, Crawford and Burns",Finance,Ikeja,173843250,370,False
3365,Miller-Johnson,Manufacturing,Oshodi-Isolo,246598787,463,False
3366,Chavez-Jensen,Tech,Ikorodu,225881508,184,False
3367,Henry-Lee,Real Estate,Somolu,280764935,374,False
3368,Brown Group,Finance,Somolu,250164855,21,False
3369,Charles PLC,Finance,Lekki,363188738,105,False
3370,Wang PLC,Manufacturing,Shomolu,99753792,93,False
3371,Phelps LLC,Real Estate,Kosofe,278770188,82,False
3372,Ellison-Fowler,Finance,Kosofe,9162367,429,True
3373,Flowers-Mcdonald,Tech,Epe,192593652,13,False
3374,Wood-Cole,Manufacturing,Epe,479941335,84,True
3375,Haley Inc,Finance,Yaba,160111475,122,True
3376,Hubbard-Stone,Finance,Lekki,106466061,440,True
3377,Castillo PLC,Real Estate,Ikorodu,262615010,342,False
3378,Collins Group,Retail,Ajah,435351165,82,True
3379,"West, Brown and Anderson",Finance,Somolu,40789775,300,False
3380,Ponce Ltd,Tech,Victoria Island,328382376,73,True
3381,"Yates, Roy and Gilbert",Tech,Ikeja,210631347,17,False
3382,"Mays, Barnes and Rodriguez",Real Estate,Surulere,433329981,182,False
3383,Oliver-Martin,Real Estate,Victoria Island,399269554,161,True
3384,Reed Ltd,Tech,Ikorodu,267317182,333,True
3385,Young Ltd,Finance,Mushin,353374251,132,True
3386,Mueller-Gallagher,Real Estate,Alimosho,128060380,173,False
3387,Garcia Ltd,Tech,Ikorodu,333556087,129,True
3388,Mcdonald-Wade,Retail,Oshodi-Isolo,268845148,409,False
3389,Kline Group,Real Estate,Epe,292327772,184,True
3390,Reyes Ltd,Real Estate,Oshodi-Isolo,49847126,258,True
3391,"Hoffman, Williams and Carlson",Tech,Epe,413732795,303,False
3392,Smith Ltd,Manufacturing,Eti-Osa,101634248,343,True
3393,Mcintosh-Monroe,Real Estate,Badagry,386081702,374,True
3394,Pittman Group,Manufacturing,Ikorodu,414980800,428,True
3395,"Giles, Douglas and Kelly",Real Estate,Amuwo-Odofin,165124709,286,True
3396,Hansen-Hopkins,Manufacturing,Ikeja,338585883,229,True
3397,Li PLC,Manufacturing,Epe,123030492,274,True
3398,White-Yang,Real Estate,Ikeja,83649152,381,False
3399,Jackson LLC,Real Estate,Epe,98297035,72,False
3400,Raymond-Sanchez,Finance,Agege,121838222,36,False
3401,Gonzales-Morales,Real Estate,Shomolu,14636869,283,True
3402,Lambert-Davis,Finance,Alimosho,137000787,89,True
3403,Parks-Taylor,Manufacturing,Epe,218951523,44,False
3404,"Mccormick, Payne and White",Retail,Eti-Osa,19605423,33,True
3405,Tyler Inc,Manufacturing,Victoria Island,421490643,101,False
3406,"Gomez, Mckee and Wallace",Retail,Somolu,198611837,209,True
3407,"Cantu, Chaney and Smith",Manufacturing,Alimosho,77572403,406,True
3408,Spencer Ltd,Tech,Eti-Osa,476152781,412,False
3409,"Ortiz, Steele and Morgan",Tech,Epe,267622327,22,False
3410,Wang-Hendrix,Tech,Oshodi-Isolo,264809124,360,True
3411,Bailey-Jones,Finance,Lekki,489816973,295,False
3412,Robinson-Lopez,Manufacturing,Somolu,54023926,495,True
3413,"Brown, Harvey and Watson",Real Estate,Ikorodu,173385254,416,False
3414,Jensen PLC,Tech,Badagry,477795806,95,False
3415,Johnson and Sons,Tech,Yaba,394811071,353,True
3416,Rice Group,Retail,Victoria Island,97148100,471,True
3417,"Ross, Holder and Jones",Tech,Agege,473363939,181,False
3418,"Lucero, Meyer and Smith",Finance,Ikeja,247109324,100,True
3419,Meyer-Larson,Tech,Ikorodu,289474683,95,False
3420,Mathews-Dixon,Finance,Alimosho,98313476,481,True
3421,Gibson-Mann,Real Estate,Ifako-Ijaiye,357291741,477,False
3422,Harvey-Benitez,Retail,Ikeja,141580157,299,False
3423,"Thompson, Miller and Lynch",Retail,Yaba,149663366,291,False
3424,"Harris, Brown and Fox",Tech,Kosofe,236458358,194,False
3425,Hart-Murphy,Manufacturing,Ikeja,241325313,359,True
3426,Curtis-Sloan,Real Estate,Kosofe,235442611,127,True
3427,Hogan and Sons,Real Estate,Agege,135220321,59,True
3428,"Conner, Harrell and Bonilla",Retail,Agege,463126594,83,True
3429,Stevens LLC,Retail,Ikorodu,361354418,470,True
3430,"Carlson, Herrera and Leonard",Finance,Ajah,382336003,143,False
3431,Jackson Group,Manufacturing,Ajah,62542098,283,True
3432,"Shaw, Johnston and Smith",Tech,Victoria Island,446411011,205,False
3433,Castro Inc,Finance,Apapa,314640907,464,False
3434,Hanna Group,Manufacturing,Lekki,372511602,23,False
3435,"Burke, Barrett and Watkins",Manufacturing,Amuwo-Odofin,446772569,374,True
3436,Martinez and Sons,Tech,Alimosho,465488291,419,True
3437,Peters Group,Manufacturing,Kosofe,405354620,116,False
3438,Garcia Inc,Tech,Alimosho,484589570,226,False
3439,Blankenship Ltd,Retail,Ikeja,408263028,328,True
3440,"Vasquez, Richards and Nelson",Retail,Shomolu,408410121,410,True
3441,Bailey LLC,Tech,Ikorodu,429717041,176,False
3442,Townsend and Sons,Real Estate,Somolu,217787517,387,False
3443,"George, Jenkins and Townsend",Manufacturing,Shomolu,41800149,265,True
3444,Ramirez Group,Tech,Eti-Osa,188606707,483,True
3445,Carey-Taylor,Tech,Eti-Osa,68561648,484,False
3446,Matthews Ltd,Real Estate,Ikorodu,444901220,386,False
3447,Patterson PLC,Manufacturing,Epe,396135179,15,True
3448,Serrano and Sons,Finance,Mushin,88519142,304,True
